member_id|h_bit_date|h_location|status|tier_class|tier_start_date|skuid
2210912101127429|2020-06-27 17:46:35|121|Active|Tier4|2020-07-13 05:30:00|206873740
2210912100900776|2020-06-27 17:44:37|121|Active|Tier4|2020-07-13 05:30:00|206873740
2210980068893028|2020-06-27 17:43:44|166|Active|Tier4|2020-06-27 05:30:00|206873740
2210980068906275|2020-06-27 18:08:43|147|Active|Tier4|2020-06-27 00:00:00|206873740
2210980068953590|2020-06-27 18:46:06|185|Active|Tier4|2020-06-27 05:30:00|206873740
2210980068907646|2020-06-27 18:00:13|122|Active|Tier4|2020-06-27 05:30:00|206873740
2210912100311065|2020-06-27 18:20:46|121|Active|Tier4|2020-07-15 05:30:00|206873740
2210980069000409|2020-06-27 19:17:58|174|Active|Tier1|2020-06-27 05:30:00|206873740
2210912100552155|2020-06-27 19:37:55|121|Active|Tier4|2020-07-13 05:30:00|206873740
2210980072090959|2020-06-28 12:43:52|116|Active|Tier4|2020-06-28 05:30:00|206873740
2210911501688709|2020-06-28 13:12:58|115|Active|Tier4|2020-06-28 00:00:00|206873740
2210911500465588|2020-06-28 14:22:11|115|Active|Tier4|2020-06-28 00:00:00|206873740
2210912800031849|2020-06-28 14:48:44|484|Active|Tier4|2020-06-28 00:00:00|206873740
2210911000845784|2020-06-28 15:03:43|121|Active|Tier4|2020-07-13 05:30:00|206873740
2210925500073648|2020-06-28 17:55:16|120|Active|Tier4|2020-07-15 05:30:00|206873740
2210980072198448|2020-06-28 16:08:48|257|Active|Tier4|2020-06-28 05:30:00|206873740
2210914700286762|2020-06-28 16:18:38|121|Active|Tier4|2020-07-13 05:30:00|206873740
2210916500056113|2020-06-28 16:20:54|165|Active|Tier4|2020-06-28 00:00:00|206873740
2210911201214624|2020-06-28 16:32:41|484|Active|Tier4|2020-06-28 00:00:00|206873740
2210916500514749|2020-06-28 17:01:05|165|Active|Tier4|2020-06-28 00:00:00|206873740
2210925400092540|2020-06-28 16:36:06|158|Active|Tier4|2020-06-28 00:00:00|206873740
2210980072286631|2020-06-28 17:34:29|310|Active|Tier4|2020-06-28 00:00:00|206873740
2210980072263663|2020-06-28 17:21:01|265|Active|Tier4|2020-06-28 00:00:00|206873740
2210911201983954|2020-06-28 18:00:40|112|Active|Tier4|2020-06-28 00:00:00|206873740
2210980072325546|2020-06-28 17:55:51|259|Active|Tier4|2020-06-28 00:00:00|206873740
2210912100946167|2020-06-28 18:08:43|121|Active|Tier4|2020-07-13 05:30:00|206873740
2210980072434421|2020-06-28 18:54:15|484|Active|Tier4|2020-06-28 05:30:00|206873740
2210917400000862|2020-06-28 18:51:56|174|Active|Tier3|2020-06-01 00:00:00|206873740
2210980072431203|2020-06-28 18:16:26|290|Active|Tier4|2020-06-28 00:00:00|206873740
2210911200256972|2020-06-28 19:17:37|128|Active|Tier4|2020-06-28 05:30:00|206873740
2210912201268966|2020-06-28 19:53:45|122|Active|Tier4|2020-06-28 05:30:00|206873740
2210912100027471|2020-06-28 18:37:08|715|Active|Tier4|2020-07-08 05:30:00|206873740
2210912800109926|2020-06-28 19:52:57|188|Active|Tier4|2020-06-28 00:00:00|206873740
2210980072340461|2020-06-28 17:45:50|259|Active|Tier4|2020-06-28 00:00:00|206873740
2210980073733649|2020-06-29 12:07:07|259|Active|Tier4|2020-06-29 05:30:00|206873740
2210980073738903|2020-06-29 12:14:35|146|Active|Tier4|2020-06-29 00:00:00|206873740
2210912000593861|2020-06-29 12:30:23|259|Active|Tier2|2019-12-01 00:00:00|206873740
2210912100394012|2020-06-29 14:08:45|346|Active|Tier3|2020-06-29 05:30:00|206873740
2210912200988598|2020-06-29 14:08:54|199|Active|Tier4|2020-06-29 00:00:00|206873740
2210912100421120|2020-06-29 14:54:12|121|Active|Tier4|2020-07-13 05:30:00|206873740
2210911201863024|2020-06-29 14:40:58|484|Active|Tier4|2020-06-29 00:00:00|206873740
2210980074181319|2020-06-29 14:58:43|121|Active|Tier4|2020-06-29 05:30:00|206873740
2210980074167235|2020-06-29 15:00:06|225|Active|Tier2|2020-06-29 05:30:00|206873740
2210912100173226|2020-06-29 15:08:55|121|Active|Tier4|2020-07-13 05:30:00|206873740
2210915401722906|2020-06-29 16:10:55|122|Active|Tier4|2020-06-29 00:00:00|206873740
2210911201936457|2020-06-29 18:44:56|112|Active|Tier4|2020-06-29 00:00:00|206873740
2210980074767000|2020-06-29 18:53:53|259|Active|Tier4|2020-06-29 00:00:00|206873740
2210919900536619|2020-06-29 19:26:04|199|Active|Tier4|2020-06-29 05:30:00|206873740
2210911601169683|2020-06-29 21:53:52|158|Active|Tier4|2020-06-29 05:30:00|206873740
2210911200570117|2020-06-30 17:00:08|156|Active|Tier4|2020-06-30 00:00:00|206873740
2210912000724367|2020-06-30 15:35:56|120|Active|Tier3|2020-06-01 00:00:00|206873740
2210912101043675|2020-06-30 16:19:43|121|Active|Tier4|2020-07-13 05:30:00|206873740
2210980075315825|2020-06-30 17:16:21|259|Active|Tier4|2020-06-30 05:30:00|206873740
2210980075316187|2020-06-30 17:28:33|290|Active|Tier4|2020-06-30 00:00:00|206873740
2210926700039843|2020-06-30 16:20:00|267|Active|Tier4|2020-06-30 00:00:00|206873740
2210980075323175|2020-06-30 18:40:58|199|Active|Tier4|2020-06-30 00:00:00|206873740
